# hostname;interval;timestamp;DEV;tps;rd_sec/s;wr_sec/s;avgrq-sz;avgqu-sz;await;svctm;%util
axle;60;1416271093;sda;1.77;0.00;172.76;97.66;0.00;1.17;0.23;0.04
axle;60;1416271153;sda;0.94;0.00;91.68;98.00;0.00;0.00;0.00;0.00
axle;60;1416271213;sda;0.62;0.00;31.47;51.03;0.00;0.00;0.00;0.00
axle;60;1416271273;sda;0.77;0.00;63.26;82.43;0.00;0.61;0.09;0.01
axle;60;1416271333;sda;0.83;0.00;57.96;69.44;0.00;0.24;0.16;0.01
axle;60;1416271393;sda;0.63;0.00;36.83;58.11;0.00;0.00;0.00;0.00
axle;60;1416271453;sda;0.98;0.00;84.15;85.56;0.00;0.34;0.07;0.01
axle;60;1416271513;sda;1.45;0.00;209.11;144.00;0.00;1.01;0.23;0.03
axle;60;1416271573;sda;1.69;0.00;212.08;125.86;0.00;0.44;0.12;0.02
axle;60;1416271633;sda;1.10;0.00;109.98;99.88;0.00;1.15;0.18;0.02
axle;60;1416271693;sda;0.78;0.00;51.44;65.53;0.00;0.09;0.09;0.01
