# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416271777;0.13;3711.51;220394.14;0.00;181948.77;0.00;0.00;0.00;0.00
axle;60;1416271837;0.00;341.75;200071.28;0.00;118551.86;0.00;0.00;0.00;0.00
axle;60;1416271897;0.00;183.73;64442.57;0.00;3624.59;0.00;0.00;0.00;0.00
axle;60;1416271957;0.00;49.69;52499.17;0.00;6880.86;0.00;0.00;0.00;0.00
axle;60;1416272017;0.00;34.88;38827.98;0.00;16254.57;0.00;0.00;0.00;0.00
axle;60;1416272077;0.00;38.08;35100.38;0.00;11663.99;0.00;0.00;0.00;0.00
axle;60;1416272137;0.00;64.35;62259.27;0.00;7165.69;0.00;0.00;0.00;0.00
axle;60;1416272197;0.00;39.06;51195.03;0.00;10438.61;0.00;0.00;0.00;0.00
axle;60;1416272257;0.00;29.14;17552.85;0.00;173.69;0.00;0.00;0.00;0.00
axle;60;1416272317;0.00;32.27;69657.60;0.00;3228.33;0.00;0.00;0.00;0.00
axle;60;1416272377;0.00;30.87;76622.52;0.00;2367.34;0.00;0.00;0.00;0.00
