# hostname;interval;timestamp;kbmemfree;kbmemused;%memused;kbbuffers;kbcached;kbcommit;%commit
axle;60;1416272601;10858372;253666052;95.90;457504;40038848;217588144;79.73
axle;59;1416272661;12366092;252158332;95.33;457584;38572828;217576056;79.72
axle;59;1416272721;9755392;254769032;96.31;457672;39552480;219543056;80.45
axle;59;1416272781;10330692;254193732;96.09;457740;39208256;219065176;80.27
axle;60;1416272841;11909488;252614936;95.50;457824;38898896;217717248;79.78
axle;59;1416272901;13147060;251377364;95.03;457884;38690136;216795056;79.44
axle;60;1416272961;12018080;252506344;95.46;457984;39295996;217344188;79.64
axle;59;1416273021;7044072;257480352;97.34;458044;38757364;222847288;81.66
axle;59;1416273081;14862160;249662264;94.38;458124;38786188;215073724;78.81
axle;59;1416273141;13618436;250905988;94.85;458212;39118036;216017652;79.15
axle;60;1416273201;11094364;253430060;95.81;458280;38848752;218859928;80.19
axle;60;1416273261;11442732;253081692;95.67;458368;39033716;218360096;80.01
axle;59;1416273321;14567008;249957416;94.49;458460;38904708;215150704;78.84
axle;59;1416273381;13455708;251068716;94.91;458544;38946556;216241188;79.24
axle;59;1416273441;10556820;253967604;96.01;458628;38976720;219111256;80.29
axle;60;1416273501;11470248;253054176;95.66;458692;39009960;218180976;79.95
axle;59;1416273561;12484812;252039612;95.28;458784;39041296;217091060;79.55
axle;59;1416273621;10251320;254273104;96.12;458876;39064336;219317320;80.36
axle;59;1416273681;11649196;252875228;95.60;458980;39339496;217564828;79.72
axle;59;1416273741;8583952;255940472;96.75;459068;39122332;221037988;80.99
axle;59;1416273801;21708920;242815504;91.79;459152;39341332;207519908;76.04
axle;60;1416273861;21903024;242621400;91.72;459176;39153928;207518480;76.04
axle;60;1416273921;21901284;242623140;91.72;459204;39155232;207519900;76.04
axle;60;1416273981;21901556;242622868;91.72;459224;39157432;207519896;76.04
axle;60;1416274041;21900096;242624328;91.72;459256;39158892;207519884;76.04
