# hostname;interval;timestamp;pgpgin/s;pgpgout/s;fault/s;majflt/s;pgfree/s;pgscank/s;pgscand/s;pgsteal/s;%vmeff
axle;60;1416272601;0.00;464.14;827658.40;0.00;66474.32;0.00;0.00;0.00;0.00
axle;59;1416272661;0.00;436.29;529528.63;0.00;98343.86;0.00;0.00;0.00;0.00
axle;59;1416272721;0.00;426.35;557594.64;0.00;79899.31;0.00;0.00;0.00;0.00
axle;59;1416272781;0.00;354.20;626203.53;0.00;82976.80;0.00;0.00;0.00;0.00
axle;60;1416272841;0.00;446.81;454373.96;0.00;84994.77;0.00;0.00;0.00;0.00
axle;59;1416272901;0.00;404.98;582429.18;0.00;77764.01;0.00;0.00;0.00;0.00
axle;60;1416272961;0.00;465.54;564944.73;0.00;90927.49;0.00;0.00;0.00;0.00
axle;59;1416273021;0.00;321.27;511199.09;0.00;56704.39;0.00;0.00;0.00;0.00
axle;59;1416273081;0.00;369.35;560308.05;0.00;99181.81;0.00;0.00;0.00;0.00
axle;59;1416273141;0.00;438.95;514261.59;0.00;80087.19;0.00;0.00;0.00;0.00
axle;60;1416273201;0.00;362.97;524232.01;0.00;56396.26;0.00;0.00;0.00;0.00
axle;60;1416273261;0.00;414.61;513450.55;0.00;64547.30;0.00;0.00;0.00;0.00
axle;59;1416273321;0.00;465.17;555714.22;0.00;82692.61;0.00;0.00;0.00;0.00
axle;59;1416273381;0.00;472.66;628784.21;0.00;48505.46;0.00;0.00;0.00;0.00
axle;59;1416273441;0.00;302.24;513223.06;0.00;61574.25;0.00;0.00;0.00;0.00
axle;60;1416273501;0.00;375.53;408706.17;0.00;67934.29;0.00;0.00;0.00;0.00
axle;59;1416273561;0.00;413.79;466271.39;0.00;78392.95;0.00;0.00;0.00;0.00
axle;59;1416273621;0.00;401.01;572634.56;0.00;68257.74;0.00;0.00;0.00;0.00
axle;59;1416273681;0.00;423.17;556497.71;0.00;132613.49;0.00;0.00;0.00;0.00
axle;59;1416273741;0.00;414.43;581139.27;0.00;50305.33;0.00;0.00;0.00;0.00
axle;59;1416273801;0.00;332.46;464900.62;0.00;139384.16;0.00;0.00;0.00;0.00
axle;60;1416273861;0.00;90.18;38617.68;0.00;5111.34;0.00;0.00;0.00;0.00
axle;60;1416273921;0.00;29.16;42481.35;0.00;3433.52;0.00;0.00;0.00;0.00
axle;60;1416273981;0.00;36.88;37509.29;0.00;3535.13;0.00;0.00;0.00;0.00
axle;60;1416274041;0.00;35.74;40004.42;0.00;3420.82;0.00;0.00;0.00;0.00
